Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa),,,,
2,882.87,596.63,46.13,600,266,405,1.2,0.07,1.32,0.017,0.028,0.015,364,,,,
0.8,914.24,700.05,79.38,660,367,810,0.6,0.002,0.06,0.004,0.001,0.06,149,,,,
1,879.69,571.87,66.27,590,256,394,1.2,0.04,0.26,0.002,0.001,0.001,210,,,,
1.5,887.84,579.46,60.05,570,257,376,1.2,0.05,0.28,0.005,0.001,0.001,218,,,,
1.9,892.82,575.83,53.71,570,367,380,1.5,0.06,0.44,0.005,0.001,0.001,190,,,,
0.7,909.18,696.18,74.86,690,308,1017,0.5,0.0027,0.43,0.0089,0.001,0.039,226,,,,
0.8,926.35,702.88,79.38,660,364,780,0.3,0.0024,0.06,0.005,0.001,0.06,142,,,,
1,909.25,575.43,66.27,570,261,375,1.2,0.05,0.25,0.002,0.001,0.001,202,,,,
1.5,878.49,572.62,63.86,570,337,287,1.2,0.04,0.24,0.003,0.001,0.001,218,,,,
1.25,915.24,571.55,65.84,590,370,367,0.8,0.025,0.1899,0.003,0.001,0.001,188,,,,
1,892.55,577.85,66.27,590,298,368,1.2,0.045,0.27,0.004,0.001,0.001,220,,,,
0.6,893.3,570.42,78.36,590,380,376,0.7,0.05,0.4,0.003,0.001,0.001,242,,,,
2.5,888.69,571.2,49.1,590,250,401,1.8,0.04,0.26,0.004,0.001,0.001,204,,,,
0.8,913.91,578.92,74,670,424,928,1.2,0.0021,0.33,0.002,0.001,0.001,207,,,,
0.6,875.81,573.53,75.16,590,379,389,1,0.037,0.24,0.005,0.001,0.001,207,,,,
1.5,890.57,576.02,62.05,590,279,355,1.2,0.05,0.29,0.007,0.001,0.001,212,,,,
0.7,928.38,698.8,76.53,690,306,990,0.5,0.0025,0.41,0.006,0.001,0.041,205,,,,
0.8,920.24,697.83,73.2,690,308,978,0.5,0.0029,0.42,0.006,0.001,0.039,215,,,,
1.5,886.43,574.78,56.63,590,266,399,1.2,0.05,0.24,0.005,0.001,0.001,212,,,,
1,911.2,567.27,74.23,670,427,900,0.8,0.035,0.1599,0.0049,0.001,0.001,169,,,,
0.65,915.23,568.56,75.79,670,428,930,0.8,0.0399,0.1599,0.008,0.001,0.001,178,,,,
0.8,924.15,701.71,79.38,660,366,779,0.3,0.0019,0.08,0.004,0.001,0.06,136,,,,
0.55,881.09,571.76,77.76,590,247,374,0.7,0.06,0.44,0.007,0.001,0.001,203,,,,
2.5,875.34,682.87,53.55,590,256,379,2.2,0.04,0.21,0.003,0.001,0.001,194,,,,
2,887.45,684.95,54.58,570,249,375,2.2,0.04,0.21,0.003,0.001,0.001,192,,,,
1.4,887.87,552.95,52,600,245,435,1.2,0.06,1.27,0.038,0.031,0.01,399,,,,
0.8,922.43,698.1,79.38,670,426,900,0.3,0.0018,0.07,0.006,0.001,0.065,132,,,,
0.7,880.51,573.35,77.91,570,274,343,1,0.05,0.27,0.0089,0.001,0.001,211,,,,
1,881.79,568.83,66.27,590,247,390,1.2,0.05,0.28,0.005,0.001,0.001,206,,,,
1.6,918.07,696.96,54.06,690,307,990,0.5,0.0031,0.43,0.007,0.001,0.035,219,,,,
1.25,891.99,572.74,64.09,590,303,347,1.2,0.07,0.48,0.005,0.001,0.001,215,,,,
1.9,887.09,682.13,53.95,570,268,368,1.8,0.03,0.21,0.002,0.001,0.001,199,,,,
1,889.12,574.66,66.53,590,269,381,1.2,0.07,0.4,0.003,0.001,0.001,196,,,,
1,912,699.78,77.2,660,430,749,0.3,0.0023,0.07,0.006,0.001,0.057,145,,,,
1,892.2,574.42,65.77,590,251,402,1.2,0.05,0.28,0.004,0.001,0.001,203,,,,
1.5,892.08,570.63,60.05,590,366,405,1.2,0.05,0.3,0.004,0.001,0.001,212,,,,
0.7,912.48,696.38,81.88,660,426,750,0.3,0.0025,0.05,0.006,0.001,0.062,142,,,,
1.2,874.68,569.26,61.56,590,249,418,1.2,0.06,0.32,0.002,0.001,0.001,207,,,,
1.25,909.72,576.49,65.84,560,309,399,0.8,0.035,0.2,0.003,0.001,0.001,223,,,,
1.6,886.72,683.59,57.13,590,404,341,1.8,0.035,0.23,0.011,0.001,0.001,199,,,,
0.8,918.08,574.13,74,690,305,990,1.2,0.003,0.34,0.006,0.001,0.001,209,,,,
0.8,900.48,567.57,72.37,670,426,944,0.8,0.04,0.15,0.01,0.001,0.001,159,,,,
1.6,881.19,575.61,57.32,590,245,375,1.4,0.05,0.26,0.004,0.001,0.001,206,,,,
1.2,907.92,567.97,69.2,670,425,900,0.8,0.035,0.1599,0.0089,0.001,0.001,163,,,,
2.5,873.08,680.66,48.9,570,247,394,2.2,0.045,0.21,0.007,0.001,0.001,194,,,,
1,911.59,567.12,72.87,670,429,926,0.8,0.04,0.15,0.006,0.001,0.001,179,,,,
1.5,907.8,570.31,65.89,670,426,930,0.8,0.04,0.15,0.006,0.001,0.001,179,,,,
1,887.88,571.59,66.53,590,311,341,1.2,0.05,0.4,0.0049,0.001,0.001,213,,,,
1.6,876.81,678.78,57.13,570,249,391,1.8,0.04,0.19,0.005,0.001,0.001,201,,,,
1.38,892.71,574.49,59.66,570,245,370,1.2,0.06,0.43,0.005,0.001,0.001,195,,,,
1,916.06,699.62,68.59,690,304,975,0.5,0.0024,0.45,0.006,0.001,0.045,214,,,,
1.2,913.81,699.84,62.31,690,309,20,0.5,0.0025,0.44,0.005,0.001,0.042,217,,,,
0.7,893.14,549.86,72.04,670,424,808,0.6,0.038,0.16,0.004,0.001,0.001,153,,,,
2,888.72,575.8,54.6,590,303,347,1.4,0.045,0.29,0.003,0.001,0.001,183,,,,
1.6,880.94,582.11,59.05,570,320,315,1.4,0.045,0.29,0.003,0.001,0.001,210,,,,
1.15,919.44,699.89,73.87,660,368,810,0.3,0.0027,0.07,0.005,0.001,0.064,136,,,,
1.4,888.37,578.81,59.51,590,246,404,1.2,0.05,0.27,0.0049,0.001,0.001,215,,,,
0.8,898.63,566.71,72.37,670,429,907,0.8,0.03,0.15,0.005,0.001,0.001,164,,,,
1.4,887.85,575.31,64.2,590,251,418,1.2,0.045,0.26,0.003,0.001,0.001,199,,,,
0.9,921.99,699.66,79.44,660,427,780,0.3,0.0022,0.06,0.006,0.001,0.057,136,,,,
1.2,922.07,699.47,62.31,690,305,1020,0.5,0.0027,0.41,0.006,0.001,0.042,216,,,,
0.6,920.24,568.06,76.5,590,265,384,0.8,0.025,0.2,0.004,0.001,0.001,181,,,,
0.7,914.06,701.89,81.88,670,425,915,0.3,0.0027,0.08,0.005,0.001,0.067,145,,,,
1,890.98,575.78,65.77,590,246,405,1.2,0.04,0.26,0.003,0.001,0.001,210,,,,
3,886.47,575.76,44.47,590,257,389,1.8,0.0599,0.3,0.002,0.001,0.001,220,,,,
1.5,884.64,576.22,56.63,570,247,389,1.2,0.05,0.3,0.006,0.001,0.001,204,,,,
1.6,927.43,566.83,68.56,670,423,900,0.8,0.05,0.18,0.002,0.001,0.001,167,,,,
1.9,892.53,578.03,53.71,570,266,387,1.5,0.05,0.4,0.002,0.001,0.001,185,,,,
1.9,884.96,681.3,53.95,590,262,388,1.8,0.04,0.23,0.004,0.001,0.001,193,,,,
1,889.59,573.03,65.77,590,246,418,1.2,0.0599,0.2899,0.007,0.001,0.001,209,,,,
1,887.44,573.19,66.27,590,267,476,1.2,0.04,0.24,0.004,0.001,0.001,220,,,,
1.9,885.13,574.17,53.71,600,250,432,1.5,0.07,0.44,0.005,0.001,0.001,215,,,,
2.3,911.99,695.69,61.18,690,428,793,0.3,0.0017,0.06,0.002,0.001,0.06,138,,,,
0.9,908.73,571.02,69,670,428,917,0.8,0.03,0.16,0.0089,0.001,0.001,161,,,,
0.8,908.86,565.64,72.6,670,425,900,0.8,0.04,0.15,0.003,0.001,0.001,154,,,,
0.6,885.28,580.45,77.82,590,478,240,1,0.045,0.24,0.002,0.001,0.001,197,,,,
1.2,908.85,569.51,69.2,670,425,844,0.8,0.05,0.17,0.008,0.001,0.001,180,,,,
0.9,926.07,699.69,69.83,690,451,800,0.5,0.0022,0.45,0.005,0.001,0.04,211,,,,
0.95,909.9,565.63,69.38,670,428,920,0.8,0.03,0.17,0.013,0.001,0.001,154,,,,
3,877.71,573.22,44.47,590,272,379,1.8,0.05,0.25,0.005,0.001,0.001,220,,,,
2,888.58,576.41,55.07,590,251,384,1.5,0.06,0.44,0.005,0.001,0.001,207,,,,
1,879.1,574.42,71.09,660,423,748,1.2,0.06,0.25,0.002,0.001,0.001,200,,,,
0.7,911.63,706.63,81.88,660,427,780,0.3,0.0026,0.06,0.011,0.001,0.063,140,,,,
1.22,885.27,577.35,64.71,590,246,395,1.2,0.05,0.26,0.005,0.001,0.001,210,,,,
0.63,894.85,572.88,77.61,570,255,357,0.8,0.06,0.42,0.006,0.001,0.001,195,,,,
0.7,890.17,572.38,76.43,590,247,420,1,0.044,0.27,0.003,0.001,0.001,215,,,,
1.6,888,579.66,57.32,590,269,396,1.4,0.045,0.27,0.005,0.001,0.001,213,,,,
0.75,916.26,701.59,80.63,660,427,810,0.3,0.002,0.07,0.004,0.001,0.06,147,,,,
0.65,920.2,699.33,78.23,690,305,960,0.5,0.0023,0.45,0.004,0.001,0.043,215,,,,
2,894.22,575.18,49.1,570,246,387,1.8,0.05,0.26,0.005,0.001,0.001,214,,,,
2,887.26,687.12,54.58,570,250,386,2.2,0.04,0.21,0.007,0.001,0.001,192,,,,
0.8,880.23,575.69,74.94,570,246,390,1.2,0.06,0.43,0.005,0.001,0.001,220,,,,
2,893.18,572.11,54.76,590,280,373,1.8,0.045,0.26,0.004,0.001,0.001,205,,,,
0.75,903.43,564.13,67.54,670,428,906,0.8,0.04,0.17,0.004,0.001,0.001,162,,,,
0.63,882.21,574.43,77.61,590,422,260,0.8,0.06,0.44,0.003,0.001,0.001,215,,,,
0.8,901.56,567.75,72.37,670,424,936,0.8,0.045,0.14,0.004,0.001,0.001,174,,,,
0.8,895.72,563.56,72.37,670,427,930,0.8,0.04,0.18,0.003,0.001,0.001,174,,,,
1.5,886.27,574.43,60.05,570,247,390,1.2,0.07,0.2899,0.002,0.001,0.001,213,,,,
1.5,881.37,574.96,59.66,590,343,295,1.2,0.06,0.42,0.014,0.001,0.001,200,,,,
1.9,896.17,572.34,54.12,590,252,384,1.4,0.05,0.28,0.005,0.001,0.001,205,,,,
1.4,882.28,573.67,59.09,570,398,338,1.2,0.05,0.43,0.003,0.001,0.001,182,,,,
1,919.24,698.6,77.2,660,425,786,0.3,0.0018,0.05,0.005,0.001,0.057,132,,,,
1.5,904.42,567.97,61.25,570,259,389,0.8,0.03,0.22,0.003,0.001,0.001,195,,,,
0.7,888.76,576.35,76.43,570,490,257,1,0.06,0.46,0.0179,0.001,0.001,212,,,,
1.5,883.67,575.3,60.05,590,474,296,1.2,0.045,0.25,0.006,0.001,0.001,212,,,,
1.6,883.08,573.56,59.05,590,368,418,1.4,0.048,0.31,0.0049,0.001,0.001,209,,,,
0.85,918.71,697.44,79.65,660,425,780,0.3,0.0023,0.06,0.005,0.001,0.06,146,,,,
0.7,922.68,700.46,81.88,670,428,920,0.3,0.0023,0.05,0.004,0.001,0.064,138,,,,
1.4,896.78,565.2,71.32,670,420,900,0.8,0.035,0.14,0.003,0.001,0.001,163,,,,
1,917.92,697.9,77.2,660,427,795,0.3,0.0022,0.06,0.005,0.001,0.056,139,,,,
1.2,898.26,574.19,65.31,590,249,403,1.2,0.045,0.28,0.002,0.001,0.001,207,,,,
0.8,909.25,568.14,72.37,670,428,899,0.8,0.0399,0.18,0.007,0.001,0.001,166,,,,
1,891.49,577.04,72.11,590,250,401,1.2,0.06,0.45,0.005,0.001,0.001,195,,,,
1.2,892.67,573.33,65.51,570,246,395,1.2,0.06,0.44,0.003,0.001,0.001,200,,,,
0.7,919.24,703.83,78.21,690,307,989,0.5,0.0024,0.3899,0.006,0.001,0.038,195,,,,
1.2,925.8,702.68,62.31,690,308,1017,0.5,0.0023,0.38,0.004,0.001,0.038,197,,,,
2,888.28,573.96,55.07,590,265,381,1.5,0.05,0.45,0.004,0.001,0.001,208,,,,
1.5,890.39,572.99,60.05,570,246,396,1.2,0.07,0.27,0.002,0.001,0.001,213,,,,
1.6,921.48,700.09,54.06,690,307,990,1,0.0025,0.43,0.008,0.001,0.0359,212,,,,
0.8,899.77,562.62,72.37,670,557,774,0.8,0.035,0.16,0.004,0.001,0.001,159,,,,
0.75,923.12,699.21,80.63,660,365,720,0.3,0.0018,0.07,0.004,0.001,0.061,139,,,,
1.2,878.17,576.65,64.86,590,376,392,1.2,0.048,0.27,0.005,0.001,0.001,206,,,,
1.54,895.15,574.99,58.47,570,366,370,1.5,0.05,0.41,0.003,0.001,0.001,185,,,,
1,914,698.6,68.59,690,325,970,0.5,0.0018,0.4,0.005,0.001,0.043,197,,,,
1.2,902.48,566.58,69.2,670,430,907,0.8,0.032,0.15,0.006,0.001,0.001,171,,,,
0.75,909.37,699.29,80.63,660,366,795,0.3,0.0024,0.06,0.002,0.001,0.059,144,,,,
0.8,884.44,572.06,73,590,276,358,1.2,0.045,0.27,0.004,0.001,0.001,210,,,,
1,908.96,565.51,74.23,670,427,915,0.8,0.04,0.17,0.006,0.001,0.001,168,,,,
0.9,898.5,566.3,69,670,428,915,0.8,0.04,0.15,0.007,0.001,0.001,163,,,,
1,885.37,571.8,66.53,590,314,350,1.2,0.06,0.44,0.004,0.001,0.001,212,,,,
0.8,920.17,699.45,79.38,670,426,885,0.3,0.0022,0.07,0.005,0.001,0.059,131,,,,
0.8,909.38,698.15,79.38,660,368,810,0.3,0.002,0.05,0.0089,0.001,0.061,130,,,,
0.8,911.3,697.79,79.38,660,368,778,0.3,0.0018,0.06,0.008,0.001,0.056,143,,,,
1,913.05,571.97,74.23,670,427,933,0.8,0.035,0.15,0.005,0.001,0.001,180,,,,
0.95,915.01,567.79,69.38,670,428,920,0.8,0.05,0.17,0.014,0.001,0.001,158,,,,
1,916.98,577,72.11,590,245,360,1.2,0.06,0.47,0.0089,0.001,0.001,218,,,,
1.5,900.28,570.58,61.25,570,331,297,0.8,0.037,0.23,0.003,0.001,0.001,204,,,,
1.5,896.8,570.36,56.63,570,371,373,1.2,0.05,0.26,0.007,0.001,0.001,204,,,,
2.5,878.75,574.48,53.73,570,443,290,1.8,0.05,0.27,0.004,0.001,0.001,218,,,,
1,889.52,578.87,66.53,590,284,368,1.2,0.06,0.46,0.004,0.001,0.001,223,,,,
0.8,916.85,697.68,73.2,690,305,1005,0.5,0.003,0.42,0.005,0.001,0.042,206,,,,
1.5,919,563.24,70.48,670,428,900,0.8,0.045,0.16,0.007,0.001,0.001,177,,,,
0.75,922.81,698.76,80.63,660,367,809,0.3,0.002,0.07,0.002,0.001,0.062,145,,,,
2.5,879.54,568.52,53.73,570,465,288,1.8,0.06,0.27,0.004,0.001,0.001,223,,,,
2,884.92,575.31,54.76,590,257,403,1.8,0.045,0.25,0.006,0.001,0.001,206,,,,
1.5,886.35,573.51,60.05,590,254,395,1.2,0.05,0.2599,0.004,0.001,0.001,212,,,,
1.2,885.58,578.89,64.86,590,258,392,1.2,0.043,0.21,0.002,0.001,0.001,196,,,,
1.2,922.81,702.27,62.31,690,319,972,0.5,0.0024,0.43,0.005,0.001,0.041,214,,,,
0.6,876.48,576.18,77.82,590,257,396,1,0.043,0.27,0.012,0.001,0.001,191,,,,
0.75,915.05,567.18,70.04,670,426,900,0.8,0.035,0.16,0.003,0.001,0.001,156,,,,
0.6,909.63,698.94,82.17,660,368,812,0.6,0.0019,0.06,0.004,0.001,0.06,151,,,,
0.8,885.94,575.95,72.5,590,372,392,1.2,0.05,0.28,0.003,0.001,0.001,190,,,,
1.2,877.2,572.74,64.86,590,372,392,1.2,0.05,0.28,0.006,0.001,0.001,186,,,,
1.5,887.22,574.95,60.05,670,427,840,1.2,0.05,0.25,0.007,0.001,0.001,205,,,,
1.25,906.01,573.23,65.84,570,410,343,0.8,0.045,0.23,0.006,0.001,0.001,207,,,,
1.5,895.19,573.4,60.05,590,403,344,1.2,0.05,0.25,0.002,0.001,0.001,213,,,,
1,898.41,563.67,74.23,670,426,801,0.8,0.035,0.16,0.004,0.001,0.001,167,,,,
0.6,875.36,573.98,77.82,590,379,369,1,0.05,0.26,0.005,0.001,0.001,196,,,,
1,888.42,568.11,72.11,590,368,398,1.2,0.06,0.44,0.003,0.001,0.001,205,,,,
1.02,891.69,568.45,70.92,590,257,359,1.2,0.05,0.31,0.003,0.001,0.001,210,,,,
0.6,911.29,566.09,79.1,670,426,930,0.8,0.045,0.18,0.004,0.001,0.001,179,,,,
1.2,878.33,563.93,64.86,590,384,403,1.2,0.05,0.26,0.005,0.001,0.001,172,,,,
0.7,916.89,699.33,81.88,660,425,720,0.3,0.0021,0.07,0.004,0.001,0.0659,133,,,,
0.8,893.25,572.76,74.94,590,289,332,1.2,0.05,0.5,0.0179,0.001,0.001,232,,,,
1.55,921.48,566.72,64.78,670,425,930,0.8,0.05,0.16,0.002,0.001,0.001,179,,,,
0.6,888.21,571.38,75.76,590,280,373,1,0.045,0.27,0.002,0.001,0.001,212,,,,
0.96,884.31,574.76,71.71,590,376,248,1.2,0.06,0.45,0.015,0.001,0.001,225,,,,
1.25,929.16,700.19,71.64,660,365,810,0.3,0.0024,0.07,0.008,0.001,0.055,134,,,,
0.7,883.49,573.39,77.44,590,255,392,1,0.06,0.25,0.01,0.001,0.001,202,,,,
1.9,894.01,569.76,53.71,570,246,390,1.5,0.07,0.44,0.004,0.001,0.001,180,,,,
2,887.87,573.6,54.76,570,296,344,1.8,0.045,0.25,0.002,0.001,0.001,204,,,,
0.7,924.7,700.3,78.67,690,316,994,0.5,0.0031,0.4799,0.004,0.001,0.0419,222,,,,
0.9,907.78,589.97,69.83,690,307,994,0.5,0.0027,0.5,0.004,0.022,0.051,217,,,,
0.7,911.31,700.63,81.88,670,427,915,0.6,0.0013,0.06,0.008,0.001,0.062,150,,,,
1.8,884.42,570.65,53.95,570,377,380,1.5,0.06,0.44,0.003,0.001,0.001,180,,,,
1.5,888.78,575.15,60.05,590,403,417,1.2,0.06,0.24,0.007,0.001,0.001,213,,,,
1,925.58,699.42,77.2,660,369,810,0.3,0.0027,0.06,0.008,0.001,0.06,151,,,,
0.75,926.98,697.72,74.37,690,308,1020,0.5,0.0018,0.46,0.006,0.001,0.041,220,,,,
0.75,908.33,696.52,80.63,570,425,125,0.3,0.002,0.07,0.005,0.001,0.062,138,,,,
1.6,911.49,566.03,68.56,670,426,957,0.8,0.04,0.2,0.006,0.001,0.001,167,,,,
1,890.84,572.07,66.53,590,252,384,1.2,0.07,0.42,0.002,0.001,0.001,195,,,,
2.5,886.46,573.73,49.1,590,244,405,1.8,0.06,0.26,0.006,0.001,0.001,210,,,,
0.9,899.42,563.49,69,670,429,930,0.8,0.035,0.15,0.003,0.001,0.001,161,,,,
1.2,890.76,568.55,65.31,590,393,365,1.2,0.045,0.29,0.007,0.001,0.001,181,,,,
1.8,879.21,567.63,56.19,570,250,401,1.4,0.048,0.32,0.008,0.001,0.001,210,,,,
2,890.2,680.96,54.33,570,247,382,2,0.045,0.25,0.0049,0.001,0.001,215,,,,
1.2,904.97,563.9,69.2,670,428,888,0.8,0.045,0.17,0.005,0.001,0.001,174,,,,
0.63,898.01,574.99,77.61,590,246,418,0.8,0.06,0.42,0.006,0.001,0.001,225,,,,
0.75,883.09,572.31,74.7,590,244,400,1.2,0.05,0.27,0.0049,0.001,0.001,220,,,,
1,914.34,568.52,74.23,670,424,874,0.8,0.04,0.16,0.005,0.001,0.001,176,,,,
0.63,895.56,573.38,79.1,570,253,397,0.8,0.06,0.47,0.002,0.001,0.001,225,,,,
2.3,890.7,572.38,57.44,570,254,362,1.8,0.04,0.26,0.004,0.001,0.001,211,,,,
1.5,885.85,568.3,63.86,570,266,362,1.2,0.04,0.26,0.006,0.001,0.001,206,,,,
1.25,898.88,568.09,65.84,590,368,300,0.8,0.03,0.2,0.003,0.001,0.001,202,,,,
0.8,915.31,567.11,72.37,670,427,895,0.8,0.04,0.15,0.004,0.001,0.001,163,,,,
1,919.79,698.92,77.2,670,428,930,0.3,0.0019,0.05,0.005,0.001,0.062,142,,,,
1.9,890.19,584.98,53.71,570,263,357,1.5,0.06,0.4,0.006,0.001,0.001,205,,,,
1.5,875.66,573.47,59.66,570,247,415,1.2,0.042,0.26,0.005,0.001,0.001,192,,,,
1,885.05,575.08,66.27,590,502,244,1.2,0.05,0.25,0.005,0.001,0.001,195,,,,
1,922.34,699.08,68.59,690,305,990,0.5,0.0033,0.45,0.006,0.001,0.042,223,,,,
1,890.87,565.98,74.23,670,426,900,0.8,0.04,0.16,0.006,0.001,0.001,158,,,,
1.5,884.94,572.34,60.05,590,368,395,1.2,0.05,0.25,0.01,0.001,0.001,213,,,,
3.15,903.71,574.61,41.69,600,258,403,1.8,0.045,0.26,0.002,0.001,0.001,216,,,,
0.9,911.9,702.37,69.83,690,306,1005,0.5,0.0027,0.45,0.005,0.001,0.041,203,,,,
3,884.76,680.88,44.25,590,253,370,2.2,0.045,0.22,0.003,0.001,0.001,192,,,,
0.9,927.28,701.63,69.83,690,451,800,0.5,0.0022,0.45,0.005,0.001,0.04,206,,,,
1,900.74,574.58,74.23,670,428,933,0.8,0.045,0.15,0.013,0.001,0.001,173,,,,
1.2,885.44,575.61,66.47,590,411,314,1.2,0.07,0.45,0.004,0.001,0.001,240,,,,
1.2,877.92,573.93,65.83,590,245,420,1.2,0.04,0.26,0.004,0.001,0.001,187,,,,
1.2,906.01,695.74,72.89,670,426,900,1,0.0018,0.06,0.006,0.001,0.065,160,,,,
0.75,915.98,702.35,74.37,690,307,1020,0.4,0.0026,0.41,0.003,0.001,0.04,214,,,,
0.7,911.83,698.73,81.88,670,428,900,0.3,0.0017,0.05,0.004,0.001,0.058,133,,,,
0.6,882.73,574.93,77.82,590,413,333,1,0.04,0.22,0.003,0.001,0.001,204,,,,
1.5,896.7,575.51,60.05,600,289,325,1.2,0.05,0.27,0.005,0.001,0.001,204,,,,
1.25,912.37,565.83,67.93,670,427,914,0.8,0.0299,0.14,0.006,0.001,0.001,167,,,,
1,889.32,573.01,66.27,590,310,343,1.2,0.045,0.26,0.004,0.001,0.001,200,,,,
0.9,907.91,570.13,69,670,427,848,0.8,0.032,0.15,0.004,0.001,0.001,178,,,,
2,879.98,681.32,54.58,570,246,364,2.2,0.025,0.2,0.005,0.001,0.001,193,,,,
2.25,904.24,697.38,62.02,690,305,993,0.6,0.0017,0.06,0.004,0.001,0.057,141,,,,
0.7,918.01,701.85,81.88,660,426,795,0.3,0.0024,0.08,0.005,0.001,0.058,143,,,,
0.63,912.41,569.55,75.43,570,260,381,0.8,0.04,0.19,0.002,0.001,0.001,216,,,,
1,913.36,568.76,74.23,670,426,930,0.8,0.035,0.15,0.003,0.001,0.001,149,,,,
0.8,924.29,701.28,79.38,660,367,780,0.3,0.0027,0.08,0.005,0.001,0.065,142,,,,
0.9,896.93,570.29,69.27,670,428,830,0.8,0.04,0.15,0.008,0.001,0.001,169,,,,
1.5,888.56,569.02,60.05,570,367,359,1.2,0.05,0.28,0.004,0.001,0.001,218,,,,
0.8,888.55,569.12,72.37,670,429,930,0.8,0.03,0.15,0.003,0.001,0.001,158,,,,
1.5,895.01,574.04,60.05,570,381,225,1.2,0.05,0.27,0.006,0.001,0.001,182,,,,
1.2,887.66,572.08,65.51,590,248,420,1.2,0.06,0.42,0.006,0.001,0.001,193,,,,
1.5,885.89,575.82,60.05,590,377,395,1.2,0.05,0.27,0.003,0.001,0.001,212,,,,
0.8,911.82,565.33,72.37,670,427,914,0.8,0.05,0.15,0.011,0.001,0.001,179,,,,
1.54,890.49,572.79,58.47,590,246,390,1.5,0.05,0.45,0.012,0.001,0.001,182,,,,
0.8,914.27,699.98,79.38,670,528,798,0.6,0.0017,0.0599,0.004,0.001,0.056,143,,,,
1,886.85,572.39,72.11,590,246,470,1.2,0.06,0.48,0.004,0.001,0.001,228,,,,
1.5,886.95,570.72,60.05,570,245,375,1.2,0.05,0.26,0.004,0.001,0.001,212,,,,
1,886.8,575.57,66.27,590,248,420,1.2,0.07,0.44,0.006,0.001,0.001,197,,,,
0.7,905.05,567.22,72,670,430,912,0.8,0.045,0.18,0.008,0.001,0.001,163,,,,
0.63,906.75,564.17,75.43,610,306,690,0.8,0.037,0.21,0.007,0.001,0.001,221,,,,
0.8,902,564.74,72.37,670,424,902,0.8,0.05,0.2,0.004,0.001,0.001,164,,,,
1.2,891.33,575.52,62.06,570,252,375,1.2,0.045,0.29,0.002,0.001,0.001,220,,,,
1.2,880.27,578.57,65.83,590,366,408,1.2,0.045,0.26,0.008,0.001,0.001,182,,,,
0.8,922.93,702.76,79.38,660,388,731,0.3,0.0019,0.07,0.006,0.001,0.065,141,,,,
3,891.11,679.04,48.9,570,407,313,2.2,0.03,0.19,0.002,0.001,0.001,194,,,,
0.75,914.28,703.53,80.63,660,424,720,0.3,0.0025,0.06,0.003,0.001,0.058,144,,,,
1.02,891.85,574.33,70.92,590,247,380,1.2,0.04,0.28,0.006,0.001,0.001,208,,,,
1,888.07,570.38,65.77,590,246,389,1.2,0.05,0.44,0.0089,0.001,0.001,215,,,,
1.5,888.69,573.14,56.2,590,413,333,1.2,0.0599,0.4399,0.007,0.001,0.001,182,,,,
0.7,914.64,700.77,81.88,660,427,790,0.3,0.002,0.0599,0.007,0.001,0.0599,140,,,,
0.8,894.44,576.5,74.94,590,298,323,1.2,0.06,0.44,0.004,0.001,0.001,237,,,,
2.5,896.04,680.31,53.55,570,247,380,2.2,0.05,0.23,0.007,0.001,0.001,215,,,,
1.2,889.24,576.57,64.86,590,247,404,1.2,0.045,0.24,0.004,0.001,0.001,189,,,,
1.5,916.91,700.12,69.46,660,368,810,0.3,0.0023,0.05,0.007,0.001,0.06,160,,,,
1.8,890.13,572.67,53.95,590,266,369,1.5,0.0599,0.4399,0.006,0.001,0.001,195,,,,
0.9,909.85,568.12,73.97,590,247,370,1.2,0.0399,0.2099,0.006,0.001,0.001,200,,,,
0.65,909.99,697.78,80.71,660,425,795,0.3,0.0017,0.07,0.004,0.001,0.057,125,,,,
1.5,903.35,570.6,61.25,570,304,333,0.8,0.03,0.23,0.011,0.001,0.001,220,,,,
0.9,913.28,695.61,79.44,660,426,757,0.3,0.0024,0.07,0.003,0.001,0.0599,132,,,,
0.7,918.58,700.78,81.88,660,433,741,0.3,0.0025,0.08,0.005,0.001,0.062,146,,,,
0.9,875.07,573.54,69.13,590,368,390,1.2,0.048,0.27,0.005,0.001,0.001,207,,,,
0.6,898.28,573.58,79.3,590,295,347,0.7,0.048,0.27,0.005,0.001,0.001,184,,,,
0.8,903.49,573.63,74,690,305,990,1.2,0.003,0.32,0.008,0.001,0.001,190,,,,
0.7,917.31,701.33,81.88,660,366,810,0.3,0.0017,0.06,0.008,0.001,0.063,148,,,,
0.63,882.57,573.55,79.03,570,392,331,1,0.07,0.48,0.0089,0.001,0.001,213,,,,
1.1,887.58,572.51,68.67,590,367,382,1.2,0.05,0.28,0.011,0.001,0.001,205,,,,
0.9,886.04,572.53,69.9,590,468,199,1.2,0.06,0.44,0.007,0.001,0.001,192,,,,
1,917.17,572.2,74.23,670,429,913,0.8,0.035,0.2,0.008,0.001,0.001,166,,,,
1.4,895.18,552.58,52,600,245,435,1.2,0.07,1.33,0.019,0.03,0.01,420,,,,
1,889.31,573.36,72.11,590,267,369,1.2,0.06,0.46,0.008,0.001,0.001,213,,,,
2,893.12,679.14,54.58,570,252,416,2.2,0.045,0.22,0.007,0.001,0.001,196,,,,
