,Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa)
156,0.7,923.05,703.14,81.88,660.0,428.0,779.0,0.3,0.0026,0.06,0.008,0.001,0.068,155.0
157,0.6,922.28,700.47,82.17,660.0,426.0,841.0,0.3,0.0023,0.07,0.008,0.001,0.068,179.0
158,1.2,909.92,568.04,69.2,670.0,426.0,970.0,0.8,0.03,0.15,0.005,0.001,0.001,178.0
159,0.65,898.53,569.31,77.4,670.0,431.0,910.0,0.8,0.035,0.16,0.006,0.001,0.001,157.0
160,1.0,906.09,565.62,74.23,670.0,429.0,885.0,0.8,0.04,0.15,0.006,0.001,0.001,172.0
161,1.8,890.36,562.4,63.26,670.0,427.0,899.0,0.8,0.05,0.17,0.006,0.001,0.001,175.0
162,0.7,921.08,698.32,81.88,660.0,424.0,774.0,0.3,0.002,0.0799,0.008,0.001,0.078,170.0
163,0.7,911.87,697.65,81.88,660.0,368.0,846.0,0.3,0.0027,0.06,0.005,0.001,0.064,178.0
164,1.2,922.74,697.78,72.76,660.0,425.0,900.0,0.3,0.0027,0.06,0.01,0.001,0.067,175.0
165,0.7,906.42,697.59,81.88,660.0,428.0,779.0,0.3,0.0019,0.07,0.007,0.001,0.074,165.0
166,1.8,891.66,565.33,68.33,670.0,427.0,908.0,0.8,0.03,0.16,0.005,0.001,0.001,163.0
167,1.8,901.47,566.78,63.26,670.0,427.0,899.0,0.8,0.035,0.14,0.004,0.001,0.001,161.0
168,1.8,899.82,566.16,63.26,670.0,427.0,899.0,0.8,0.045,0.14,0.005,0.001,0.001,159.0
169,0.65,919.48,700.54,80.71,670.0,425.0,900.0,0.3,0.0027,0.06,0.005,0.001,0.064,178.0
170,0.65,924.35,700.21,80.71,660.0,367.0,778.0,0.3,0.0022,0.09,0.008,0.001,0.075,167.0
171,0.7,915.57,698.58,81.88,660.0,365.0,787.0,0.3,0.0025,0.07,0.004,0.001,0.068,159.0
172,0.7,931.73,701.03,81.88,660.0,426.0,770.0,0.3,0.0025,0.07,0.004,0.001,0.068,163.0
173,0.7,924.85,701.2,81.88,660.0,426.0,840.0,0.3,0.0022,0.07,0.008,0.001,0.066,162.0
174,0.7,897.92,570.2,72.0,670.0,424.0,1020.0,0.8,0.05,0.2,0.019,0.001,0.001,179.0
175,0.8,913.37,699.58,79.38,660.0,428.0,808.0,0.3,0.0022,0.09,0.008,0.001,0.075,176.0
176,0.8,918.64,697.93,79.38,660.0,366.0,765.0,0.3,0.0027,0.07,0.006,0.001,0.069,170.0
177,0.8,909.1,697.25,79.38,660.0,426.0,779.0,0.3,0.0022,0.09,0.008,0.001,0.075,168.0
178,1.2,932.49,700.39,72.76,660.0,427.0,865.0,0.3,0.0026,0.06,0.01,0.001,0.066,154.0
179,0.8,904.37,696.66,79.38,660.0,426.0,808.0,0.5,0.0026,0.07,0.011,0.001,0.061,167.0
180,0.7,916.15,698.89,81.88,660.0,428.0,789.0,0.3,0.0019,0.07,0.005,0.001,0.065,157.0
181,0.7,916.9,701.68,81.88,660.0,424.0,798.0,0.3,0.0023,0.07,0.004,0.001,0.061,164.0
182,0.65,918.28,700.62,82.24,670.0,426.0,884.0,0.3,0.0023,0.07,0.004,0.001,0.061,172.0
183,0.65,916.8,701.72,82.24,660.0,427.0,749.0,0.3,0.0019,0.07,0.005,0.001,0.065,155.0
184,0.8,920.46,698.46,79.38,660.0,426.0,808.0,0.3,0.0027,0.06,0.005,0.001,0.064,166.0
185,0.8,920.15,700.74,79.38,660.0,426.0,808.0,0.3,0.0026,0.07,0.011,0.001,0.061,173.0
186,0.96,901.77,567.25,67.0,670.0,425.0,1045.0,0.8,0.03,0.16,0.005,0.001,0.001,166.0
187,0.96,901.44,565.87,67.0,670.0,430.0,990.0,0.8,0.03,0.16,0.005,0.001,0.001,160.0
188,0.96,901.51,566.06,67.0,670.0,427.0,1059.0,0.8,0.03,0.16,0.005,0.001,0.001,171.0
189,0.7,925.65,700.15,81.88,660.0,425.0,750.0,0.3,0.0023,0.07,0.004,0.001,0.061,165.0
190,0.8,903.35,700.88,79.38,660.0,426.0,779.0,0.3,0.0026,0.07,0.011,0.001,0.061,157.0
191,0.78,892.38,568.61,73.03,670.0,428.0,1050.0,0.8,0.04,0.14,0.008,0.001,0.001,155.0
192,0.96,904.57,569.08,67.0,670.0,429.0,1009.0,0.8,0.04,0.15,0.007,0.001,0.001,161.0
193,0.78,880.0,567.54,71.11,670.0,428.0,1084.0,0.8,0.042,0.18,0.006,0.001,0.001,169.0
194,0.7,926.51,699.99,81.88,660.0,425.0,750.0,0.3,0.0027,0.06,0.008,0.001,0.067,166.0
195,0.7,929.96,697.13,81.88,660.0,428.0,780.0,0.3,0.0022,0.06,0.007,0.001,0.065,174.0
196,0.7,926.6,699.81,81.88,660.0,424.0,725.0,0.3,0.0019,0.07,0.005,0.001,0.065,168.0
197,0.6,917.53,699.73,82.17,670.0,426.0,990.0,0.3,0.0024,0.08,0.01,0.001,0.0719,151.0
198,0.8,910.61,696.27,79.38,670.0,439.0,921.0,0.3,0.0026,0.07,0.012,0.001,0.063,165.0
199,1.0,912.42,568.74,72.87,670.0,426.0,1035.0,0.8,0.04,0.14,0.008,0.001,0.001,163.0
200,0.65,911.02,699.68,80.71,660.0,437.0,836.0,0.3,0.0032,0.07,0.008,0.001,0.067,175.0
201,1.0,888.53,568.76,72.87,670.0,427.0,1020.0,0.8,0.04,0.14,0.008,0.001,0.001,164.0
202,0.7,910.53,697.97,81.88,660.0,424.0,798.0,0.3,0.0021,0.08,0.006,0.001,0.07,173.0
203,0.7,914.53,698.51,81.88,660.0,424.0,798.0,0.3,0.0024,0.07,0.006,0.001,0.0649,172.0
204,0.7,912.83,698.99,81.88,660.0,428.0,825.0,0.3,0.0023,0.08,0.008,0.001,0.069,158.0
205,0.9,924.56,701.05,76.88,660.0,430.0,848.0,0.3,0.0023,0.07,0.005,0.001,0.067,177.0
206,0.9,920.6,698.69,76.88,660.0,425.0,750.0,0.3,0.0024,0.07,0.004,0.001,0.062,166.0
207,0.9,924.67,701.21,76.88,660.0,426.0,825.0,0.3,0.0025,0.07,0.003,0.001,0.07,169.0
208,0.6,922.81,700.29,82.17,660.0,427.0,810.0,0.3,0.0024,0.07,0.004,0.001,0.062,161.0
209,0.6,921.64,698.09,82.17,660.0,426.0,900.0,0.3,0.0024,0.07,0.004,0.001,0.062,178.0
210,0.6,913.08,698.38,82.17,660.0,428.0,788.0,0.3,0.0025,0.07,0.003,0.001,0.07,161.0
211,0.65,926.04,700.46,80.71,660.0,428.0,825.0,0.3,0.0023,0.07,0.005,0.001,0.067,175.0
212,0.65,914.05,699.68,80.71,660.0,426.0,825.0,0.3,0.0024,0.07,0.0049,0.001,0.074,174.0
213,0.65,923.08,701.24,80.71,660.0,428.0,808.0,0.3,0.0027,0.08,0.0089,0.001,0.078,171.0
214,0.7,911.2,697.76,81.88,660.0,426.0,810.0,0.3,0.002,0.06,0.005,0.001,0.069,174.0
215,0.7,922.92,698.89,81.88,660.0,425.0,815.0,0.3,0.002,0.08,0.005,0.001,0.073,178.0
216,0.7,924.4,702.63,81.88,670.0,429.0,980.0,0.3,0.0023,0.08,0.005,0.001,0.078,174.0
217,0.7,920.48,697.92,81.88,660.0,428.0,812.0,0.3,0.0023,0.08,0.008,0.001,0.069,162.0
218,0.7,927.73,702.2,81.88,660.0,425.0,810.0,0.3,0.0021,0.08,0.006,0.001,0.07,169.0
219,0.7,922.56,700.27,81.88,660.0,427.0,788.0,0.3,0.0024,0.07,0.004,0.001,0.062,162.0
220,0.7,936.01,697.24,81.88,660.0,424.0,810.0,0.3,0.0024,0.07,0.004,0.001,0.062,165.0
221,0.7,911.97,695.26,81.88,660.0,369.0,839.0,0.3,0.0022,0.09,0.008,0.001,0.075,160.0
222,0.7,914.66,699.37,81.88,660.0,428.0,848.0,0.3,0.0021,0.08,0.006,0.001,0.07,163.0
223,0.7,915.54,698.07,81.88,660.0,428.0,848.0,0.3,0.0031,0.13,0.008,0.001,0.07,165.0
224,0.8,914.0,699.19,79.38,660.0,426.0,900.0,0.3,0.0024,0.07,0.006,0.001,0.0649,169.0
225,0.8,919.72,699.73,79.38,660.0,426.0,779.0,0.3,0.0023,0.08,0.005,0.001,0.078,177.0
226,0.7,918.75,698.24,81.88,660.0,424.0,840.0,0.3,0.0023,0.07,0.005,0.001,0.067,168.0
227,0.7,921.86,701.3,81.88,660.0,427.0,810.0,0.3,0.0024,0.07,0.0049,0.001,0.074,161.0
228,0.7,918.04,700.1,81.88,660.0,428.0,808.0,0.3,0.0025,0.07,0.003,0.001,0.07,155.0
229,0.7,921.15,698.97,81.88,660.0,365.0,890.0,0.3,0.002,0.06,0.005,0.001,0.069,163.0
230,0.7,908.48,701.12,81.88,660.0,426.0,825.0,0.3,0.0024,0.07,0.006,0.001,0.0649,150.0
231,0.9,928.83,704.82,79.44,660.0,428.0,788.0,0.3,0.0023,0.07,0.005,0.001,0.067,163.0
232,0.9,918.6,703.2,79.44,660.0,426.0,900.0,0.3,0.002,0.06,0.005,0.001,0.069,158.0
233,0.7,915.91,700.88,81.88,660.0,426.0,810.0,0.3,0.0031,0.13,0.008,0.001,0.07,160.0
234,0.7,910.09,696.83,81.88,660.0,437.0,836.0,0.3,0.0026,0.06,0.01,0.001,0.066,178.0
235,0.9,894.12,567.05,69.0,670.0,428.0,1050.0,0.8,0.035,0.15,0.006,0.001,0.001,153.0
236,0.9,889.98,567.77,69.0,670.0,428.0,960.0,0.8,0.035,0.15,0.006,0.001,0.001,164.0
237,0.7,925.76,701.18,81.88,660.0,428.0,855.0,0.3,0.0027,0.05,0.008,0.001,0.065,151.0
238,0.7,912.48,701.0,81.88,660.0,428.0,780.0,0.3,0.0027,0.06,0.005,0.001,0.062,168.0
239,0.75,896.57,568.6,67.54,670.0,425.0,910.0,0.8,0.035,0.14,0.004,0.001,0.001,169.0
240,0.7,912.28,698.04,81.88,660.0,431.0,784.0,0.3,0.0024,0.06,0.007,0.001,0.066,157.0
241,0.7,921.4,701.99,81.88,670.0,425.0,900.0,0.3,0.0021,0.06,0.005,0.001,0.065,168.0
242,0.65,905.45,697.97,80.71,660.0,424.0,725.0,0.3,0.0021,0.08,0.0089,0.001,0.068,169.0
243,0.7,906.95,699.58,81.88,660.0,365.0,870.0,0.3,0.0025,0.07,0.008,0.001,0.071,170.0
244,0.7,912.42,698.59,81.88,660.0,365.0,787.0,0.3,0.0025,0.07,0.008,0.001,0.071,174.0
245,0.7,905.41,696.86,81.88,660.0,428.0,870.0,0.3,0.0027,0.08,0.008,0.001,0.069,170.0
246,0.7,914.94,703.43,81.88,660.0,425.0,833.0,0.3,0.0017,0.07,0.008,0.001,0.0719,157.0
247,0.7,898.37,697.15,81.88,660.0,428.0,826.0,0.3,0.0022,0.07,0.007,0.001,0.068,173.0
248,0.7,916.01,701.04,81.88,660.0,425.0,750.0,0.3,0.0022,0.07,0.007,0.001,0.068,174.0
249,0.8,898.92,564.92,72.37,670.0,425.0,900.0,0.8,0.035,0.15,0.01,0.001,0.001,151.0
250,0.7,905.77,699.35,81.88,660.0,428.0,810.0,0.3,0.0025,0.07,0.008,0.001,0.071,177.0
251,0.7,905.92,700.76,81.88,660.0,425.0,811.0,0.3,0.0017,0.07,0.008,0.001,0.0719,165.0
252,0.65,901.2,697.26,80.71,660.0,426.0,810.0,0.3,0.0026,0.06,0.006,0.001,0.067,163.0
253,0.7,928.62,700.47,81.88,670.0,429.0,957.0,0.3,0.0024,0.07,0.006,0.001,0.0719,167.0
254,1.4,901.33,564.01,64.15,670.0,426.0,935.0,0.8,0.035,0.15,0.01,0.001,0.001,175.0
255,0.8,898.99,566.47,72.37,670.0,425.0,930.0,0.8,0.035,0.15,0.01,0.001,0.001,168.0
256,0.8,898.99,566.47,72.37,670.0,425.0,930.0,0.8,0.035,0.15,0.01,0.001,0.001,165.0
257,0.8,910.31,566.04,72.37,670.0,426.0,960.0,0.8,0.035,0.15,0.01,0.001,0.001,166.0
258,0.65,910.71,699.71,80.71,660.0,366.0,816.0,0.3,0.0021,0.08,0.0089,0.001,0.068,164.0
259,0.7,905.86,701.15,81.88,660.0,425.0,810.0,0.3,0.0021,0.07,0.004,0.001,0.07,150.0
260,0.65,926.06,701.6,80.71,670.0,425.0,900.0,0.3,0.0023,0.06,0.006,0.001,0.071,162.0
261,0.8,926.06,699.39,79.38,660.0,428.0,789.0,0.3,0.0021,0.07,0.007,0.001,0.069,155.0
262,0.8,924.11,698.23,79.38,660.0,430.0,790.0,0.3,0.002,0.08,0.005,0.001,0.073,172.0
263,0.7,904.72,701.45,81.88,655.0,424.0,910.0,0.3,0.0025,0.07,0.006,0.001,0.071,166.0
264,0.6,918.92,699.32,82.17,655.0,424.0,910.0,0.3,0.0024,0.07,0.006,0.001,0.0719,153.0
265,0.7,916.75,699.57,81.88,660.0,426.0,752.0,0.5,0.0024,0.08,0.008,0.001,0.069,167.0
266,0.7,914.98,697.47,81.88,660.0,425.0,811.0,0.6,0.002,0.07,0.01,0.001,0.063,165.0
267,0.65,916.53,698.72,80.71,660.0,425.0,750.0,1.2,0.002,0.07,0.01,0.001,0.063,164.0
268,0.65,904.55,700.71,80.71,670.0,426.0,842.0,0.3,0.002,0.07,0.011,0.001,0.065,161.0
269,0.6,901.25,700.19,82.17,660.0,426.0,841.0,0.3,0.0022,0.09,0.008,0.001,0.068,162.0
270,0.7,913.95,700.61,81.88,670.0,429.0,960.0,0.3,0.0025,0.09,0.012,0.001,0.067,178.0
271,0.7,903.79,702.18,81.88,660.0,426.0,790.0,0.3,0.0025,0.07,0.008,0.001,0.066,178.0
272,0.7,911.63,702.18,81.88,660.0,426.0,735.0,0.3,0.0025,0.07,0.008,0.001,0.066,152.0
273,0.7,914.65,698.49,81.88,660.0,429.0,750.0,0.3,0.0027,0.07,0.006,0.001,0.07,157.0
274,1.25,884.92,569.96,66.24,670.0,426.0,1050.0,0.8,0.035,0.16,0.004,0.001,0.001,167.0
275,0.8,928.25,696.4,79.38,660.0,367.0,810.0,0.3,0.0027,0.07,0.005,0.001,0.068,168.0
276,0.7,911.46,701.49,81.88,660.0,427.0,779.0,0.3,0.0015,0.08,0.007,0.001,0.075,154.0
277,0.6,923.5,698.46,82.17,660.0,428.0,860.0,0.3,0.002,0.06,0.007,0.001,0.066,148.0
278,0.7,926.63,701.25,81.88,660.0,427.0,870.0,0.3,0.0025,0.06,0.007,0.001,0.062,156.0
279,0.6,923.63,699.84,82.17,660.0,428.0,824.0,0.3,0.0025,0.06,0.007,0.001,0.062,145.0
280,0.6,924.08,698.67,82.17,660.0,427.0,870.0,0.3,0.0023,0.06,0.005,0.001,0.063,170.0
281,0.6,924.08,698.67,82.17,660.0,427.0,870.0,0.3,0.0023,0.06,0.005,0.001,0.063,171.0
282,1.0,902.37,575.96,72.87,670.0,426.0,1050.0,0.8,0.035,0.16,0.0089,0.001,0.001,168.0
283,0.8,907.26,698.06,79.38,670.0,426.0,911.0,0.3,0.0018,0.08,0.006,0.001,0.069,152.0
284,0.8,908.38,696.92,79.38,660.0,428.0,780.0,0.3,0.0018,0.08,0.006,0.001,0.069,164.0
285,1.2,916.97,699.3,72.76,660.0,429.0,841.0,0.3,0.0023,0.06,0.005,0.001,0.063,169.0
286,0.7,914.24,697.27,81.88,660.0,428.0,810.0,0.3,0.0019,0.06,0.0089,0.001,0.068,164.0
287,0.8,887.92,566.69,72.37,670.0,425.0,945.0,0.8,0.0399,0.1599,0.0099,0.001,0.001,166.0
288,0.8,918.66,702.6,79.38,670.0,426.0,911.0,0.3,0.002,0.07,0.006,0.001,0.073,175.0
289,0.8,915.79,696.51,79.38,660.0,428.0,780.0,0.3,0.0018,0.08,0.006,0.001,0.065,175.0
290,0.8,924.37,698.8,79.38,660.0,428.0,776.0,0.3,0.0021,0.06,0.006,0.001,0.066,161.0
291,0.8,909.67,697.95,79.38,660.0,430.0,776.0,0.3,0.0018,0.08,0.006,0.001,0.065,162.0
292,0.8,912.34,696.29,79.38,660.0,426.0,832.0,0.3,0.0024,0.07,0.007,0.001,0.068,175.0
293,0.8,921.1,698.68,79.38,660.0,426.0,840.0,0.3,0.002,0.07,0.007,0.001,0.067,162.0
294,0.8,914.21,695.04,79.38,660.0,366.0,830.0,0.3,0.002,0.07,0.007,0.001,0.067,158.0
295,0.8,923.3,699.74,79.38,660.0,428.0,824.0,0.3,0.0013,0.08,0.007,0.001,0.068,169.0
296,0.8,921.5,695.85,79.38,660.0,429.0,811.0,0.3,0.0013,0.08,0.007,0.001,0.068,162.0
297,0.65,906.89,698.33,80.71,670.0,427.0,1035.0,0.3,0.0023,0.07,0.006,0.001,0.065,155.0
298,0.75,914.63,699.05,80.63,660.0,428.0,820.0,0.3,0.0023,0.06,0.005,0.001,0.063,154.0
299,0.6,900.79,565.48,79.1,670.0,428.0,970.0,0.8,0.035,0.15,0.007,0.001,0.001,153.0
300,1.4,911.8,571.07,71.32,670.0,425.0,1020.0,0.8,0.04,0.16,0.006,0.001,0.001,164.0
301,0.8,913.6,697.69,79.38,660.0,428.0,776.0,0.3,0.0024,0.0799,0.007,0.001,0.064,158.0
302,0.9,918.82,703.79,79.44,660.0,426.0,845.0,0.3,0.0015,0.07,0.0089,0.001,0.074,178.0
303,0.9,925.58,700.49,79.44,660.0,431.0,789.0,0.3,0.002,0.08,0.007,0.001,0.069,165.0
304,0.6,906.77,694.58,82.17,660.0,425.0,840.0,0.3,0.0021,0.06,0.007,0.001,0.06,165.0
305,0.6,915.84,701.69,82.17,660.0,425.0,750.0,0.3,0.0023,0.08,0.006,0.001,0.075,155.0
306,1.2,911.34,573.46,69.2,670.0,428.0,1040.0,0.8,0.05,0.15,0.006,0.001,0.001,154.0
307,1.8,908.71,570.92,68.33,670.0,427.0,990.0,0.8,0.05,0.1599,0.006,0.001,0.001,178.0
308,1.8,910.17,572.97,68.33,670.0,426.0,907.0,0.8,0.045,0.1599,0.006,0.001,0.001,178.0
309,0.8,898.12,695.95,79.38,660.0,425.0,825.0,0.3,0.0023,0.08,0.006,0.001,0.075,160.0
310,0.8,898.12,695.95,79.38,660.0,425.0,825.0,0.3,0.0023,0.08,0.006,0.001,0.075,154.0
311,0.8,916.97,698.9,79.38,660.0,426.0,825.0,0.3,0.0021,0.06,0.007,0.001,0.06,168.0
312,0.8,919.86,700.91,79.38,660.0,426.0,825.0,0.3,0.0021,0.06,0.007,0.001,0.06,169.0
313,0.8,915.14,700.02,79.38,660.0,426.0,825.0,0.3,0.002,0.0599,0.007,0.001,0.0649,173.0
314,0.8,917.51,698.76,79.38,660.0,425.0,825.0,0.3,0.0023,0.07,0.006,0.001,0.065,165.0
315,0.7,918.62,696.63,80.92,660.0,426.0,810.0,0.3,0.002,0.07,0.006,0.001,0.073,179.0
316,0.7,918.62,696.63,80.92,660.0,426.0,810.0,0.3,0.002,0.07,0.006,0.001,0.073,179.0
317,0.9,914.35,697.84,79.44,660.0,431.0,789.0,0.3,0.0024,0.07,0.007,0.001,0.068,157.0
318,0.9,918.59,702.94,79.44,660.0,426.0,810.0,0.3,0.0024,0.06,0.0089,0.001,0.074,176.0
319,0.9,920.59,698.23,79.44,660.0,427.0,810.0,0.3,0.0023,0.06,0.006,0.001,0.067,172.0
320,0.65,920.5,698.89,80.71,670.0,426.0,911.0,0.3,0.0018,0.08,0.006,0.001,0.069,162.0
321,0.65,920.92,699.67,80.71,660.0,428.0,776.0,0.3,0.0018,0.08,0.006,0.001,0.069,168.0
322,0.6,921.42,699.67,82.17,660.0,424.0,735.0,0.3,0.0016,0.07,0.007,0.001,0.063,163.0
323,0.6,909.39,700.88,82.17,660.0,428.0,810.0,0.3,0.0016,0.07,0.007,0.001,0.063,163.0
324,0.8,920.27,700.57,79.38,660.0,428.0,860.0,0.3,0.002,0.0599,0.007,0.001,0.0649,166.0
325,0.8,913.86,698.84,79.38,660.0,428.0,820.0,0.3,0.0021,0.06,0.006,0.001,0.067,159.0
326,0.8,921.39,698.43,79.38,670.0,428.0,1110.0,0.3,0.0023,0.08,0.006,0.001,0.075,153.0
327,0.8,923.66,698.18,79.38,660.0,428.0,820.0,0.3,0.0024,0.0599,0.007,0.001,0.063,174.0
328,0.8,912.2,700.36,79.38,660.0,366.0,810.0,0.3,0.0023,0.07,0.006,0.001,0.065,161.0
329,0.8,905.25,702.64,79.38,660.0,429.0,803.0,0.3,0.0024,0.07,0.006,0.001,0.068,160.0
330,1.2,917.11,702.74,72.76,660.0,428.0,810.0,0.3,0.0024,0.06,0.007,0.001,0.073,170.0
331,1.2,914.43,702.59,72.76,660.0,425.0,799.0,0.3,0.0021,0.06,0.007,0.001,0.069,178.0
332,1.2,913.72,700.14,72.76,660.0,429.0,841.0,0.3,0.002,0.06,0.005,0.001,0.066,160.0
333,0.6,889.67,564.92,77.61,670.0,426.0,1095.0,0.8,0.03,0.17,0.006,0.001,0.001,156.0
334,1.4,897.35,570.65,70.13,670.0,426.0,990.0,0.8,0.035,0.17,0.017,0.001,0.001,155.0
335,1.2,883.14,565.97,67.58,670.0,427.0,1050.0,0.8,0.035,0.15,0.006,0.001,0.001,179.0
336,0.6,897.03,567.02,77.61,670.0,425.0,930.0,0.8,0.05,0.15,0.006,0.001,0.001,173.0
337,0.6,898.37,567.38,77.61,670.0,425.0,930.0,0.8,0.0399,0.15,0.0049,0.001,0.001,159.0
338,0.75,883.8,568.79,67.54,670.0,428.0,989.0,0.8,0.04,0.16,0.006,0.001,0.001,179.0
339,0.65,899.34,568.59,75.79,670.0,428.0,960.0,0.8,0.05,0.1599,0.006,0.001,0.001,162.0
340,0.8,898.13,563.6,70.39,670.0,425.0,945.0,0.8,0.05,0.17,0.019,0.001,0.001,179.0
341,0.8,905.88,567.21,70.39,670.0,428.0,900.0,0.8,0.05,0.17,0.019,0.001,0.001,162.0
342,0.8,908.11,564.87,70.39,670.0,426.0,842.0,0.8,0.05,0.17,0.019,0.001,0.001,179.0
343,0.8,907.12,565.61,70.39,670.0,426.0,842.0,0.8,0.05,0.17,0.019,0.001,0.001,167.0
344,1.0,897.69,563.61,74.23,670.0,425.0,977.0,0.8,0.05,0.1599,0.006,0.001,0.001,175.0
345,0.67,907.05,563.11,75.07,670.0,424.0,975.0,0.8,0.035,0.15,0.013,0.001,0.001,177.0
346,0.9,906.56,565.48,69.0,670.0,426.0,972.0,0.8,0.035,0.15,0.007,0.001,0.001,178.0
347,0.65,898.72,563.29,77.4,670.0,426.0,990.0,0.8,0.035,0.15,0.007,0.001,0.001,179.0
348,0.6,907.56,569.58,79.1,670.0,428.0,1005.0,0.8,0.035,0.15,0.007,0.001,0.001,178.0
349,0.8,885.63,563.24,70.39,670.0,427.0,990.0,0.8,0.045,0.1599,0.006,0.001,0.001,171.0
350,0.8,897.67,580.21,70.39,670.0,426.0,884.0,0.8,0.045,0.1599,0.006,0.001,0.001,176.0
351,0.8,887.78,565.98,70.39,670.0,424.0,920.0,0.8,0.05,0.17,0.019,0.001,0.001,161.0
352,1.2,895.12,566.67,69.2,670.0,428.0,960.0,0.8,0.035,0.16,0.006,0.001,0.001,174.0
353,0.65,896.33,565.86,77.4,670.0,277.0,1110.0,0.8,0.035,0.15,0.007,0.001,0.001,178.0
354,0.67,899.68,564.79,75.07,670.0,427.0,1030.0,0.8,0.035,0.16,0.006,0.001,0.001,158.0
355,0.7,915.83,701.73,81.88,660.0,426.0,735.0,0.3,0.0028,0.07,0.008,0.001,0.0689,168.0
356,0.7,912.5,698.46,81.88,670.0,366.0,900.0,0.3,0.0029,0.07,0.008,0.001,0.07,162.0
357,0.7,909.37,699.19,81.88,660.0,426.0,778.0,0.3,0.0024,0.07,0.008,0.001,0.0659,179.0
358,0.65,921.27,695.74,80.71,660.0,427.0,765.0,0.3,0.0023,0.1199,0.0089,0.001,0.064,168.0
359,0.65,916.37,691.26,80.71,660.0,425.0,825.0,0.3,0.0023,0.1199,0.0089,0.001,0.064,178.0
360,0.65,910.6,691.81,80.71,660.0,426.0,733.0,0.5,0.0029,0.07,0.008,0.001,0.07,154.0
361,0.65,905.2,691.09,80.71,660.0,427.0,805.0,0.3,0.0028,0.07,0.008,0.001,0.0689,179.0
362,0.9,916.76,699.2,79.44,660.0,431.0,789.0,0.3,0.0025,0.07,0.007,0.001,0.068,151.0
363,0.9,908.76,695.08,79.44,660.0,426.0,845.0,0.3,0.0025,0.07,0.007,0.001,0.068,158.0
364,0.7,913.07,698.07,81.88,660.0,428.0,824.0,0.3,0.0025,0.07,0.007,0.001,0.068,153.0
365,0.7,915.94,699.99,81.88,660.0,431.0,789.0,0.3,0.0016,0.07,0.007,0.001,0.063,162.0
366,0.7,920.67,698.83,81.88,660.0,430.0,790.0,0.3,0.0024,0.07,0.006,0.001,0.068,156.0
367,0.7,916.13,698.88,81.88,660.0,426.0,825.0,0.3,0.0024,0.07,0.006,0.001,0.068,164.0
368,0.7,914.3,698.19,81.88,660.0,427.0,840.0,0.3,0.0024,0.0599,0.007,0.001,0.063,164.0
369,0.7,906.0,699.34,81.88,660.0,429.0,811.0,0.3,0.0013,0.08,0.007,0.001,0.068,171.0
370,0.65,877.12,567.4,77.4,670.0,247.0,1186.0,0.8,0.04,0.16,0.0089,0.001,0.001,175.0
371,0.65,889.54,565.57,77.4,670.0,428.0,960.0,0.8,0.04,0.16,0.0089,0.001,0.001,160.0
372,0.65,893.72,566.63,77.4,670.0,428.0,870.0,0.8,0.04,0.16,0.0089,0.001,0.001,179.0
373,0.65,900.09,567.16,77.4,670.0,428.0,989.0,0.8,0.04,0.15,0.008,0.001,0.001,153.0
374,0.65,894.85,569.13,77.4,670.0,277.0,1110.0,0.8,0.04,0.15,0.008,0.001,0.001,158.0
375,0.65,923.58,691.79,80.71,660.0,426.0,762.0,0.3,0.0018,0.08,0.006,0.001,0.065,151.0
376,0.65,921.35,695.8,80.71,660.0,426.0,737.0,0.5,0.0025,0.07,0.011,0.001,0.066,162.0
377,0.8,922.95,700.11,79.38,660.0,428.0,870.0,0.3,0.0035,0.07,0.007,0.001,0.067,167.0
378,1.6,912.32,568.12,63.67,670.0,425.0,920.0,0.8,0.05,0.17,0.019,0.001,0.001,171.0
379,0.6,903.58,564.89,79.1,670.0,429.0,927.0,0.8,0.04,0.17,0.006,0.001,0.001,179.0
380,0.7,911.6,698.69,81.88,660.0,427.0,749.0,0.3,0.0031,0.0799,0.007,0.001,0.0649,163.0
381,0.7,905.51,698.33,81.88,660.0,427.0,749.0,0.3,0.003,0.07,0.007,0.001,0.068,154.0
382,0.7,909.26,700.7,81.88,660.0,430.0,807.0,0.3,0.0032,0.08,0.008,0.001,0.056,168.0
383,0.7,906.46,699.0,81.88,660.0,428.0,824.0,0.3,0.002,0.07,0.007,0.001,0.067,167.0
384,0.7,911.43,698.26,81.88,660.0,426.0,810.0,0.3,0.0024,0.07,0.007,0.001,0.068,160.0
385,0.7,909.67,699.93,81.88,660.0,425.0,765.0,0.3,0.0023,0.07,0.006,0.001,0.065,172.0
386,0.6,904.95,692.85,82.17,660.0,426.0,840.0,0.3,0.0023,0.07,0.006,0.001,0.065,179.0
387,0.7,899.21,701.22,81.88,670.0,426.0,930.0,0.3,0.003,0.07,0.007,0.001,0.068,154.0
388,0.7,901.11,700.65,81.88,660.0,424.0,800.0,0.3,0.0013,0.08,0.007,0.001,0.068,172.0
389,0.9,904.97,700.04,76.88,660.0,425.0,799.0,0.3,0.0025,0.06,0.007,0.001,0.064,178.0
390,0.7,915.42,697.91,81.88,660.0,426.0,795.0,0.3,0.0018,0.08,0.006,0.001,0.065,174.0
391,0.7,923.95,700.44,81.88,660.0,427.0,745.0,0.3,0.0025,0.07,0.008,0.001,0.067,179.0
