,Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa)
3357,1.5,909.75,568.17,61.25,550.0,365.0,344.0,0.8,0.045,0.2,0.006,0.001,0.001,195.0
3358,1.15,886.35,571.21,63.16,570.0,342.0,263.0,1.2,0.06,0.43,0.007,0.001,0.001,201.0
3359,0.58,883.67,565.33,76.56,570.0,291.0,314.0,1.0,0.07,0.4,0.006,0.001,0.001,240.0
3360,2.0,894.18,577.96,54.6,590.0,246.0,405.0,1.4,0.05,0.28,0.007,0.001,0.001,191.0
3361,1.5,878.33,576.85,60.05,570.0,289.0,317.0,1.2,0.045,0.26,0.003,0.001,0.001,204.0
3362,0.8,911.28,565.2,72.37,670.0,425.0,930.0,0.8,0.04,0.16,0.005,0.001,0.001,177.0
3363,1.2,886.02,573.33,62.06,600.0,271.0,409.0,1.2,0.05,0.26,0.002,0.001,0.001,206.0
3364,0.9,887.43,571.74,71.78,590.0,248.0,402.0,1.2,0.06,0.47,0.006,0.001,0.001,215.0
3365,2.0,888.59,570.11,54.76,590.0,250.0,402.0,1.8,0.05,0.25,0.004,0.001,0.001,206.0
3366,2.5,889.25,570.54,53.73,570.0,246.0,405.0,1.8,0.045,0.27,0.005,0.001,0.001,215.0
3367,0.6,889.42,572.62,78.36,560.0,365.0,405.0,0.8,0.05,0.25,0.002,0.001,0.001,228.0
3368,0.6,883.84,572.98,78.36,590.0,394.0,352.0,0.7,0.05,0.25,0.002,0.001,0.001,218.0
3369,3.0,871.04,569.4,44.47,590.0,271.0,355.0,1.8,0.04,0.24,0.002,0.001,0.001,214.0
3370,0.7,912.25,700.86,81.88,660.0,425.0,778.0,0.3,0.0017,0.06,0.004,0.001,0.057,134.0
3371,1.54,880.38,573.38,58.47,600.0,270.0,381.0,1.5,0.06,0.46,0.004,0.001,0.001,185.0
3372,1.2,916.91,700.31,62.31,690.0,306.0,952.0,0.5,0.0023,0.45,0.004,0.001,0.043,214.0
3373,0.7,913.15,698.84,76.53,690.0,305.0,998.0,0.5,0.0032,0.45,0.007,0.001,0.043,215.0
3374,2.0,884.1,572.26,54.76,590.0,278.0,349.0,1.8,0.05,0.27,0.006,0.001,0.001,218.0
3375,1.6,913.97,566.22,65.94,670.0,429.0,913.0,0.8,0.04,0.14,0.002,0.001,0.001,170.0
3376,1.5,888.89,573.4,60.05,590.0,368.0,390.0,1.2,0.045,0.26,0.003,0.001,0.001,187.0
3377,0.7,909.48,701.31,81.88,660.0,427.0,795.0,0.3,0.002,0.06,0.003,0.001,0.06,141.0
3378,0.9,876.06,572.99,69.9,570.0,428.0,333.0,1.2,0.06,0.42,0.004,0.001,0.001,195.0
3379,1.5,924.58,703.08,69.46,660.0,427.0,793.0,0.3,0.002,0.07,0.005,0.001,0.063,142.0
3380,1.5,885.65,570.02,60.05,570.0,306.0,271.0,1.2,0.04,0.26,0.005,0.001,0.001,218.0
3381,1.2,895.76,564.6,69.2,670.0,426.0,903.0,0.8,0.025,0.2,0.004,0.001,0.001,179.0
3382,0.9,893.57,573.74,74.2,570.0,267.0,370.0,1.2,0.07,0.44,0.006,0.001,0.001,192.0
3383,2.0,892.51,576.5,49.1,570.0,262.0,389.0,1.8,0.05,0.27,0.004,0.001,0.001,204.0
3384,2.0,886.99,573.14,54.76,570.0,292.0,348.0,1.8,0.07,0.34,0.015,0.001,0.001,204.0
3385,0.75,919.14,700.59,80.63,660.0,367.0,810.0,0.3,0.0015,0.07,0.0049,0.001,0.0599,135.0
3386,0.65,877.84,572.72,73.12,590.0,247.0,405.0,1.0,0.05,0.26,0.002,0.001,0.001,206.0
3387,0.7,910.24,568.28,72.0,670.0,425.0,900.0,0.8,0.045,0.18,0.008,0.001,0.001,179.0
3388,1.0,889.8,572.68,72.11,590.0,270.0,375.0,1.2,0.06,0.43,0.007,0.001,0.001,213.0
3389,1.2,880.92,574.21,68.05,660.0,429.0,810.0,1.2,0.04,0.24,0.005,0.001,0.001,200.0
3390,0.8,901.9,576.3,72.37,670.0,430.0,930.0,0.8,0.045,0.17,0.012,0.001,0.001,179.0
3391,0.8,876.85,573.13,73.0,570.0,428.0,306.0,1.2,0.04,0.23,0.005,0.001,0.001,209.0
3392,1.2,908.81,563.35,67.58,670.0,436.0,891.0,0.8,0.04,0.18,0.006,0.001,0.001,169.0
3393,0.8,903.54,698.2,79.38,660.0,426.0,757.0,0.3,0.0027,0.06,0.005,0.001,0.06,141.0
3394,1.58,883.55,573.7,57.84,590.0,375.0,380.0,1.4,0.045,0.24,0.004,0.001,0.001,217.0
3395,1.0,912.96,579.0,72.87,670.0,427.0,930.0,0.8,0.045,0.17,0.012,0.001,0.001,179.0
3396,0.9,908.27,574.45,69.0,670.0,427.0,870.0,0.8,0.03,0.15,0.005,0.001,0.001,175.0
3397,0.7,914.64,700.77,81.88,660.0,427.0,790.0,0.3,0.002,0.0599,0.007,0.001,0.0599,140.0
3398,1.0,881.98,574.16,68.63,590.0,246.0,404.0,1.2,0.06,0.45,0.002,0.001,0.001,223.0
3399,2.4,882.35,594.39,46.7,600.0,249.0,432.0,1.2,0.07,1.3099,0.068,0.035,0.013,357.0
3400,0.6,901.69,568.92,79.8,590.0,271.0,366.0,1.0,0.05,0.47,0.002,0.001,0.001,229.0
3401,2.0,890.26,686.69,54.58,590.0,247.0,409.0,2.2,0.03,0.18,0.007,0.001,0.001,192.0
3402,1.02,890.15,574.04,70.92,590.0,248.0,399.0,1.2,0.07,0.29,0.007,0.001,0.001,208.0
3403,1.0,893.92,575.72,72.11,590.0,255.0,369.0,1.2,0.07,0.44,0.005,0.001,0.001,198.0
3404,1.8,915.18,567.14,68.33,670.0,427.0,855.0,0.8,0.04,0.17,0.005,0.001,0.001,179.0
3405,0.9,883.13,576.11,69.13,590.0,393.0,357.0,1.2,0.048,0.27,0.005,0.001,0.001,194.0
3406,0.7,922.75,698.77,81.88,670.0,427.0,930.0,0.3,0.0021,0.07,0.008,0.001,0.062,159.0
3407,1.2,914.21,566.15,67.58,670.0,428.0,930.0,0.8,0.04,0.18,0.008,0.001,0.001,162.0
3408,1.54,891.91,572.34,58.47,590.0,270.0,375.0,1.5,0.05,0.41,0.003,0.001,0.001,185.0
3409,1.54,892.56,576.56,58.47,590.0,383.0,383.0,1.5,0.05,0.41,0.003,0.001,0.001,185.0
3410,1.5,888.53,573.84,59.66,570.0,245.0,420.0,1.2,0.07,0.4,0.005,0.001,0.001,200.0
3411,1.0,900.82,571.17,72.87,670.0,429.0,900.0,0.8,0.045,0.15,0.004,0.001,0.001,179.0
3412,1.0,916.3,699.73,77.2,660.0,427.0,725.0,0.3,0.0018,0.06,0.007,0.001,0.064,145.0
3413,0.96,914.38,701.1,75.38,660.0,427.0,780.0,0.3,0.0023,0.07,0.0089,0.001,0.062,146.0
3414,1.6,912.58,697.47,67.46,660.0,425.0,810.0,0.3,0.0017,0.07,0.007,0.001,0.065,157.0
3415,0.8,926.03,702.26,80.81,660.0,429.0,780.0,0.3,0.002,0.05,0.008,0.001,0.057,144.0
3416,0.55,889.39,572.56,77.76,590.0,439.0,197.0,1.0,0.08,0.41,0.008,0.001,0.001,219.0
3417,3.0,883.88,681.42,44.09,570.0,286.0,355.0,2.0,0.045,0.22,0.004,0.001,0.001,213.0
3418,0.65,913.39,701.41,80.71,670.0,425.0,898.0,0.3,0.002,0.06,0.006,0.001,0.06,139.0
3419,0.8,891.59,571.76,74.94,570.0,266.0,387.0,1.2,0.06,0.44,0.004,0.001,0.001,223.0
3420,0.7,911.61,700.44,81.88,660.0,428.0,791.0,0.3,0.002,0.06,0.008,0.001,0.065,140.0
3421,1.2,877.38,574.47,65.31,590.0,314.0,313.0,1.2,0.05,0.43,0.004,0.001,0.001,196.0
3422,1.25,897.43,567.59,65.84,570.0,367.0,339.0,0.8,0.04,0.25,0.005,0.001,0.001,199.0
3423,1.0,916.08,700.41,68.59,690.0,359.0,938.0,0.5,0.003,0.42,0.005,0.001,0.041,209.0
3424,1.2,890.34,583.83,66.47,590.0,408.0,318.0,1.2,0.06,0.44,0.004,0.001,0.001,222.0
3425,0.7,927.02,702.24,81.88,660.0,425.0,780.0,0.6,0.0023,0.0599,0.0049,0.001,0.0619,151.0
3426,1.0,929.15,700.29,77.2,660.0,367.0,795.0,0.6,0.0016,0.07,0.005,0.001,0.055,154.0
3427,0.8,919.62,698.83,73.2,690.0,418.0,880.0,0.5,0.0034,0.48,0.006,0.001,0.045,210.0
3428,1.6,910.39,566.16,68.56,670.0,428.0,941.0,0.8,0.045,0.14,0.004,0.001,0.001,178.0
3429,2.3,890.82,574.15,57.44,570.0,250.0,399.0,1.8,0.05,0.25,0.006,0.001,0.001,184.0
3430,0.6,917.34,567.44,77.61,670.0,431.0,912.0,0.8,0.04,0.17,0.003,0.001,0.001,180.0
3431,1.0,885.93,573.74,72.11,590.0,246.0,405.0,1.2,0.05,0.45,0.006,0.001,0.001,212.0
3432,2.0,917.64,697.52,59.42,660.0,369.0,749.0,0.3,0.0024,0.05,0.002,0.001,0.061,149.0
3433,1.4,875.12,572.82,64.2,590.0,253.0,413.0,1.2,0.05,0.24,0.005,0.001,0.001,209.0
3434,0.6,892.81,574.72,78.36,590.0,245.0,439.0,1.0,0.05,0.25,0.01,0.001,0.001,222.0
3435,1.0,925.39,699.37,77.2,690.0,360.0,810.0,0.3,0.0018,0.06,0.004,0.001,0.06,123.0
3436,1.5,882.54,682.1,60.05,590.0,247.0,403.0,1.2,0.05,0.24,0.007,0.001,0.001,192.0
3437,1.5,893.32,574.19,56.63,570.0,262.0,373.0,1.2,0.05,0.24,0.005,0.001,0.001,213.0
3438,2.0,879.9,570.75,54.76,570.0,247.0,401.0,1.8,0.05,0.33,0.005,0.001,0.001,204.0
3439,1.5,890.79,680.15,60.05,590.0,245.0,393.0,1.2,0.05,0.24,0.007,0.001,0.001,192.0
3440,1.5,882.39,578.66,60.05,590.0,311.0,340.0,1.2,0.05,0.28,0.003,0.001,0.001,213.0
3441,1.5,890.04,573.03,56.63,590.0,251.0,388.0,1.2,0.045,0.28,0.0089,0.001,0.001,199.0
3442,0.58,892.23,573.83,79.07,570.0,376.0,334.0,0.8,0.06,0.44,0.003,0.001,0.001,223.0
3443,0.7,880.08,574.53,76.43,570.0,244.0,410.0,0.8,0.06,0.44,0.008,0.001,0.001,220.0
3444,0.8,913.1,701.56,79.38,660.0,425.0,795.0,0.3,0.0023,0.07,0.008,0.001,0.06,135.0
3445,3.0,884.3,572.44,44.47,570.0,397.0,305.0,1.8,0.04,0.25,0.005,0.001,0.001,217.0
3446,1.5,883.73,573.17,56.63,570.0,245.0,405.0,1.2,0.05,0.23,0.0049,0.001,0.001,217.0
3447,1.5,895.8,574.45,59.66,590.0,366.0,386.0,1.2,0.06,0.42,0.004,0.001,0.001,190.0
3448,1.2,915.58,701.66,62.31,690.0,306.0,978.0,0.5,0.0023,0.45,0.007,0.001,0.044,209.0
3449,0.65,930.57,702.66,80.71,660.0,367.0,810.0,0.3,0.0027,0.06,0.005,0.001,0.059,144.0
3450,0.8,914.12,570.39,72.37,670.0,424.0,916.0,0.8,0.035,0.18,0.004,0.001,0.001,168.0
3451,1.9,879.35,680.65,53.95,590.0,246.0,390.0,1.8,0.042,0.24,0.002,0.001,0.001,192.0
3452,1.5,886.34,572.32,59.66,590.0,247.0,417.0,1.2,0.06,0.45,0.005,0.001,0.001,185.0
3453,1.5,891.76,580.38,60.26,590.0,301.0,364.0,1.2,0.05,0.44,0.005,0.001,0.001,215.0
3454,1.0,911.93,567.07,74.23,670.0,426.0,936.0,0.8,0.045,0.17,0.0089,0.001,0.001,172.0
3455,1.6,881.99,682.63,57.13,570.0,256.0,425.0,1.8,0.05,0.21,0.004,0.001,0.001,199.0
3456,1.0,886.61,682.44,65.7,600.0,246.0,403.0,1.4,0.045,0.21,0.008,0.001,0.001,207.0
3457,0.7,881.14,574.83,77.44,590.0,268.0,397.0,0.8,0.06,0.24,0.002,0.001,0.001,179.0
3458,1.8,875.99,567.95,56.19,570.0,279.0,377.0,1.4,0.045,0.26,0.002,0.001,0.001,197.0
3459,0.7,917.66,699.41,81.88,660.0,366.0,836.0,0.3,0.0019,0.07,0.008,0.001,0.056,137.0
3460,2.3,919.09,698.4,61.18,690.0,425.0,962.0,0.3,0.0026,0.06,0.004,0.001,0.062,150.0
3461,0.77,906.09,602.61,68.24,690.0,304.0,963.0,1.2,0.04,1.59,0.008,0.014,0.001,288.0
3462,1.0,880.91,575.99,65.77,590.0,247.0,404.0,1.2,0.0469,0.27,0.003,0.001,0.001,181.0
3463,1.16,884.41,576.2,62.84,590.0,246.0,410.0,1.2,0.06,0.43,0.004,0.001,0.001,205.0
3464,1.0,894.44,569.95,72.11,590.0,248.0,404.0,1.2,0.06,0.5,0.005,0.001,0.001,212.0
3465,1.2,922.63,570.28,69.2,670.0,428.0,888.0,0.8,0.04,0.18,0.015,0.001,0.001,173.0
3466,0.8,909.93,572.64,70.39,660.0,308.0,780.0,0.8,0.0399,0.18,0.003,0.0099,0.001,157.0
3467,1.6,918.07,696.96,54.06,690.0,307.0,990.0,0.5,0.0031,0.43,0.007,0.001,0.035,219.0
3468,0.8,889.99,572.79,72.37,670.0,427.0,915.0,0.8,0.045,0.17,0.007,0.001,0.001,164.0
3469,0.6,923.67,703.79,82.17,670.0,429.0,915.0,0.3,0.002,0.05,0.008,0.001,0.057,141.0
3470,0.7,911.69,699.3,76.53,690.0,305.0,986.0,0.5,0.0026,0.43,0.004,0.001,0.039,212.0
3471,0.7,909.49,699.97,81.88,660.0,428.0,810.0,0.3,0.0023,0.07,0.006,0.001,0.057,134.0
3472,1.2,880.61,573.89,65.83,590.0,246.0,405.0,1.2,0.045,0.25,0.003,0.001,0.001,180.0
3473,1.54,891.73,570.95,58.47,590.0,376.0,389.0,1.5,0.08,0.42,0.004,0.001,0.001,182.0
3474,1.2,912.9,562.91,69.2,670.0,425.0,897.0,0.8,0.04,0.15,0.005,0.001,0.001,177.0
3475,0.8,916.22,701.52,79.38,660.0,368.0,824.0,0.3,0.0018,0.06,0.007,0.001,0.059,133.0
3476,0.8,905.2,568.49,72.6,670.0,429.0,915.0,0.8,0.035,0.18,0.006,0.001,0.001,160.0
3477,1.6,911.32,565.6,63.67,670.0,425.0,915.0,0.8,0.035,0.15,0.006,0.001,0.001,176.0
3478,1.5,885.9,575.61,60.05,590.0,311.0,340.0,1.2,0.045,0.26,0.006,0.001,0.001,212.0
3479,1.0,898.33,569.22,74.23,670.0,426.0,930.0,0.8,0.035,0.19,0.003,0.001,0.001,161.0
3480,1.2,887.21,572.91,68.05,570.0,278.0,348.0,1.2,0.05,0.32,0.007,0.001,0.001,207.0
3481,0.7,907.66,697.88,81.88,660.0,428.0,785.0,0.5,0.0015,0.07,0.003,0.001,0.062,139.0
3482,0.6,887.55,574.38,78.36,570.0,391.0,349.0,1.0,0.0599,0.43,0.0049,0.001,0.001,210.0
3483,1.6,880.05,565.92,57.32,570.0,248.0,388.0,1.4,0.04,0.27,0.004,0.001,0.001,206.0
3484,1.2,926.41,701.88,62.31,690.0,303.0,990.0,0.5,0.0029,0.43,0.007,0.001,0.041,219.0
3485,0.96,892.39,575.76,67.6,590.0,247.0,398.0,1.2,0.05,0.25,0.004,0.001,0.001,201.0
3486,2.5,883.05,575.01,53.73,590.0,248.0,418.0,1.8,0.04,0.27,0.003,0.001,0.001,205.0
3487,1.85,887.52,686.2,52.93,570.0,251.0,384.0,1.8,0.035,0.21,0.003,0.001,0.001,198.0
3488,1.2,873.53,569.92,65.51,600.0,244.0,420.0,1.2,0.05,0.43,0.002,0.001,0.001,214.0
3489,0.6,918.13,702.21,79.9,690.0,304.0,990.0,0.5,0.0024,0.4099,0.008,0.001,0.045,194.0
3490,1.4,916.31,700.26,59.8,690.0,308.0,1017.0,1.0,0.0027,0.41,0.006,0.001,0.039,207.0
3491,0.7,914.75,699.56,76.53,690.0,333.0,959.0,0.5,0.0029,0.48,0.007,0.001,0.045,224.0
3492,1.75,882.1,577.19,52.87,570.0,411.0,328.0,1.5,0.05,0.46,0.006,0.001,0.001,190.0
3493,1.0,920.24,699.58,77.2,660.0,425.0,780.0,0.3,0.002,0.07,0.004,0.001,0.062,140.0
3494,0.8,914.98,701.39,79.38,660.0,429.0,780.0,0.3,0.0027,0.07,0.005,0.001,0.064,143.0
3495,1.0,885.32,573.51,66.53,590.0,252.0,385.0,1.2,0.06,0.47,0.003,0.001,0.001,212.0
3496,1.0,870.83,573.73,66.53,590.0,265.0,451.0,1.2,0.05,0.45,0.002,0.001,0.001,212.0
3497,0.8,898.63,566.71,72.37,670.0,429.0,907.0,0.8,0.03,0.15,0.005,0.001,0.001,164.0
3498,1.15,887.94,577.03,63.63,570.0,276.0,374.0,1.2,0.06,0.46,0.006,0.001,0.001,216.0
3499,2.0,881.82,571.46,49.1,570.0,369.0,385.0,1.8,0.05,0.33,0.006,0.001,0.001,218.0
3500,0.7,917.79,697.62,81.88,660.0,426.0,792.0,0.3,0.0026,0.05,0.005,0.001,0.062,137.0
3501,0.63,893.86,568.56,72.48,550.0,365.0,344.0,0.8,0.03,0.21,0.006,0.001,0.001,203.0
3502,0.9,887.16,573.91,69.63,570.0,390.0,333.0,1.2,0.035,0.24,0.002,0.001,0.001,210.0
3503,0.63,901.6,572.78,75.43,590.0,265.0,371.0,0.8,0.035,0.22,0.004,0.001,0.001,225.0
3504,1.0,910.07,565.46,72.87,670.0,428.0,930.0,0.8,0.04,0.16,0.006,0.001,0.001,179.0
3505,1.0,891.06,569.96,72.11,570.0,272.0,368.0,1.2,0.06,0.46,0.01,0.001,0.001,205.0
3506,2.3,898.98,568.56,60.98,670.0,428.0,898.0,0.8,0.05,0.18,0.004,0.001,0.001,175.0
3507,1.2,906.69,697.93,72.76,660.0,429.0,810.0,0.3,0.0015,0.07,0.006,0.001,0.0649,137.0
3508,1.0,898.75,709.64,77.2,660.0,369.0,807.0,0.3,0.0021,0.06,0.004,0.001,0.062,149.0
3509,0.7,886.58,575.25,76.43,590.0,248.0,404.0,1.0,0.05,0.42,0.011,0.001,0.001,214.0
3510,1.2,888.68,577.04,65.31,570.0,315.0,311.0,1.2,0.05,0.26,0.002,0.001,0.001,200.0
3511,1.0,891.89,575.06,66.27,590.0,444.0,248.0,1.2,0.045,0.26,0.006,0.001,0.001,196.0
3512,1.4,918.44,701.64,59.8,690.0,311.0,973.0,0.5,0.0031,0.4499,0.004,0.001,0.0439,215.0
3513,0.8,910.52,568.43,72.6,670.0,427.0,900.0,0.8,0.04,0.15,0.003,0.001,0.001,152.0
3514,0.7,896.68,548.92,72.04,670.0,426.0,900.0,0.6,0.05,0.17,0.008,0.001,0.001,151.0
3515,0.8,918.77,699.85,79.38,660.0,367.0,795.0,0.3,0.0017,0.06,0.007,0.001,0.064,124.0
3516,0.7,929.59,698.58,76.53,690.0,305.0,990.0,0.5,0.0027,0.45,0.005,0.001,0.041,217.0
3517,0.9,918.59,698.27,79.44,660.0,429.0,748.0,0.3,0.0021,0.06,0.002,0.001,0.062,131.0
3518,1.4,919.17,562.01,70.13,670.0,429.0,888.0,0.8,0.0399,0.18,0.0049,0.001,0.001,179.0
3519,0.6,918.79,700.67,82.17,660.0,425.0,780.0,0.3,0.0018,0.06,0.006,0.001,0.06,149.0
3520,1.0,883.67,573.63,66.53,590.0,262.0,374.0,1.2,0.06,0.43,0.004,0.001,0.001,223.0
3521,1.2,920.26,700.77,62.31,690.0,306.0,988.0,0.8,0.0021,0.43,0.003,0.001,0.039,216.0
3522,1.5,878.45,573.71,60.05,590.0,386.0,372.0,1.2,0.0399,0.2399,0.0049,0.001,0.001,199.0
3523,0.9,922.69,702.4,79.44,660.0,427.0,772.0,0.3,0.0018,0.06,0.006,0.001,0.058,134.0
3524,0.9,887.2,573.08,69.63,590.0,245.0,390.0,1.2,0.04,0.25,0.002,0.001,0.001,210.0
3525,0.75,888.53,570.83,72.89,590.0,271.0,379.0,1.2,0.04,0.27,0.004,0.001,0.001,220.0
3526,1.36,899.42,596.3,57.82,570.0,371.0,484.0,1.2,0.035,1.62,0.008,0.019,0.001,339.0
3527,0.9,889.23,575.73,74.2,570.0,387.0,229.0,1.2,0.06,0.47,0.006,0.001,0.001,220.0
3528,0.7,896.42,573.1,77.44,590.0,300.0,366.0,1.0,0.04,0.26,0.003,0.001,0.001,185.0
3529,0.7,912.43,701.13,81.88,660.0,372.0,791.0,0.3,0.0019,0.05,0.003,0.001,0.055,138.0
3530,1.0,919.3,570.93,74.23,670.0,426.0,900.0,1.0,0.048,0.18,0.0089,0.001,0.001,166.0
3531,1.5,883.88,572.67,56.2,590.0,253.0,413.0,1.2,0.05,0.4,0.005,0.001,0.001,182.0
3532,3.0,867.4,574.89,44.47,570.0,245.0,375.0,1.8,0.04,0.24,0.002,0.001,0.001,216.0
3533,0.8,881.45,573.54,72.5,590.0,251.0,415.0,1.0,0.04,0.26,0.004,0.001,0.001,192.0
3534,0.9,897.76,575.51,73.97,590.0,243.0,405.0,1.2,0.05,0.28,0.012,0.001,0.001,211.0
3535,0.8,890.38,575.74,74.94,570.0,541.0,154.0,1.2,0.07,0.43,0.008,0.001,0.001,223.0
3536,1.9,887.65,576.97,53.71,590.0,260.0,391.0,1.5,0.06,0.48,0.0469,0.001,0.001,180.0
3537,2.0,892.68,681.47,54.58,570.0,386.0,129.0,2.2,0.04,0.22,0.002,0.001,0.001,196.0
3538,0.8,914.39,568.22,72.37,670.0,425.0,960.0,0.8,0.05,0.15,0.004,0.001,0.001,179.0
3539,1.5,886.21,578.95,59.66,570.0,290.0,344.0,1.2,0.05,0.46,0.006,0.001,0.001,185.0
3540,1.2,915.1,568.28,69.2,670.0,427.0,915.0,0.8,0.04,0.17,0.007,0.001,0.001,168.0
3541,1.2,909.87,580.13,65.51,590.0,248.0,420.0,1.2,0.06,0.42,0.006,0.001,0.001,198.0
3542,1.2,909.87,580.13,65.51,590.0,248.0,420.0,1.2,0.06,0.42,0.006,0.001,0.001,198.0
3543,0.9,910.45,566.16,69.0,670.0,426.0,900.0,0.8,0.0399,0.18,0.006,0.001,0.001,177.0
3544,1.9,885.53,574.48,54.26,590.0,245.0,405.0,1.5,0.06,0.44,0.004,0.001,0.001,229.0
3545,0.63,890.06,579.19,77.61,590.0,245.0,400.0,0.8,0.06,0.44,0.003,0.001,0.001,205.0
3546,0.7,912.36,698.57,76.03,690.0,304.0,975.0,0.5,0.003,0.37,0.0089,0.001,0.04,209.0
3547,0.8,915.6,570.89,74.0,670.0,431.0,896.0,1.2,0.0022,0.35,0.006,0.001,0.001,202.0
3548,0.7,905.88,699.37,81.88,660.0,426.0,762.0,0.3,0.0022,0.05,0.006,0.001,0.06,140.0
3549,1.0,895.77,576.04,72.11,590.0,290.0,316.0,1.2,0.08,0.43,0.006,0.001,0.001,228.0
3550,2.0,894.48,575.23,54.76,570.0,249.0,360.0,1.8,0.07,0.34,0.015,0.001,0.001,218.0
3551,1.02,889.26,577.52,70.92,590.0,245.0,375.0,1.2,0.05,0.26,0.006,0.001,0.001,187.0
3552,1.2,916.86,571.62,67.58,670.0,428.0,934.0,0.8,0.03,0.16,0.004,0.001,0.001,179.0
3553,1.0,912.29,565.53,72.87,670.0,429.0,915.0,0.8,0.03,0.18,0.004,0.001,0.001,166.0
3554,2.3,909.09,698.86,61.18,690.0,424.0,944.0,0.3,0.002,0.07,0.004,0.001,0.057,138.0
3555,0.7,914.65,701.2,81.88,670.0,426.0,900.0,0.6,0.0021,0.06,0.005,0.001,0.059,156.0
3556,1.6,877.71,571.99,59.45,570.0,249.0,389.0,1.4,0.05,0.35,0.004,0.001,0.001,213.0
3557,2.5,878.75,572.33,53.73,590.0,377.0,395.0,1.8,0.04,0.25,0.002,0.001,0.001,210.0
3558,1.5,919.82,697.99,69.46,660.0,426.0,780.0,0.3,0.0025,0.07,0.0089,0.001,0.062,138.0
3559,2.0,896.47,605.51,46.13,600.0,247.0,388.0,1.2,0.06,1.3,0.042,0.031,0.013,444.0
3560,0.5,897.97,573.04,83.17,590.0,272.0,365.0,0.7,0.05,0.26,0.005,0.001,0.001,201.0
3561,1.0,909.7,566.39,74.23,670.0,430.0,901.0,0.8,0.045,0.16,0.002,0.001,0.001,161.0
3562,1.25,888.13,578.24,63.86,590.0,265.0,384.0,1.2,0.04,0.24,0.006,0.001,0.001,206.0
3563,0.7,937.1,706.35,81.88,660.0,428.0,804.0,0.3,0.0024,0.06,0.004,0.001,0.056,135.0
3564,1.5,859.38,568.36,60.05,590.0,247.0,409.0,1.2,0.07,0.42,0.004,0.001,0.001,212.0
3565,0.7,924.47,702.9,78.21,690.0,307.0,989.0,0.5,0.0024,0.3899,0.006,0.001,0.038,214.0
3566,0.6,877.49,571.23,77.82,570.0,249.0,409.0,1.0,0.05,0.29,0.004,0.001,0.001,202.0
3567,0.75,909.89,699.33,74.37,690.0,307.0,990.0,0.5,0.003,0.49,0.008,0.001,0.042,218.0
3568,1.5,894.9,570.62,61.25,550.0,345.0,265.0,0.8,0.03,0.23,0.011,0.001,0.001,201.0
3569,1.6,868.66,571.72,59.05,590.0,321.0,329.0,1.4,0.05,0.28,0.006,0.001,0.001,188.0
3570,0.65,924.39,702.16,80.71,660.0,427.0,797.0,0.3,0.0027,0.04,0.007,0.001,0.059,136.0
3571,1.5,885.04,575.13,60.05,590.0,251.0,398.0,1.2,0.04,0.25,0.002,0.001,0.001,199.0
3572,1.2,887.72,583.08,65.31,590.0,246.0,405.0,1.2,0.05,0.23,0.004,0.001,0.001,181.0
3573,1.0,883.22,572.94,66.53,590.0,261.0,404.0,1.2,0.06,0.44,0.005,0.001,0.001,212.0
3574,2.4,899.89,605.36,46.7,600.0,246.0,420.0,1.2,0.07,1.33,0.019,0.03,0.01,442.0
3575,1.0,895.5,573.56,72.11,590.0,244.0,405.0,1.2,0.06,0.42,0.004,0.001,0.001,213.0
3576,1.15,885.1,573.61,63.16,570.0,292.0,297.0,1.2,0.07,0.4,0.006,0.001,0.001,208.0
3577,0.8,923.99,698.79,79.38,660.0,428.0,790.0,0.6,0.0021,0.07,0.002,0.001,0.058,154.0
3578,1.2,889.88,566.73,65.31,570.0,259.0,371.0,1.2,0.045,0.24,0.0089,0.001,0.001,202.0
3579,0.7,922.2,701.74,81.88,660.0,429.0,810.0,0.3,0.0021,0.05,0.006,0.001,0.058,151.0
3580,1.0,915.93,568.17,74.23,670.0,426.0,900.0,0.8,0.04,0.16,0.007,0.001,0.001,161.0
3581,3.0,890.18,681.32,44.25,570.0,261.0,362.0,2.2,0.03,0.22,0.006,0.001,0.001,194.0
3582,0.7,920.3,701.05,81.88,660.0,365.0,790.0,0.3,0.0027,0.06,0.005,0.001,0.061,140.0
3583,0.8,912.75,572.64,72.37,670.0,426.0,900.0,0.8,0.04,0.18,0.007,0.001,0.001,179.0
3584,1.5,896.36,574.91,56.63,590.0,370.0,370.0,1.2,0.0399,0.28,0.004,0.001,0.001,212.0
3585,1.0,904.22,564.52,77.2,660.0,429.0,810.0,0.3,0.0019,0.06,0.003,0.001,0.057,134.0
3586,2.5,901.29,682.36,53.55,570.0,261.0,356.0,2.2,0.06,0.22,0.003,0.001,0.001,194.0
3587,0.8,919.31,702.95,79.38,660.0,364.0,748.0,0.3,0.0023,0.06,0.005,0.001,0.063,139.0
3588,1.5,891.11,679.07,60.05,590.0,277.0,361.0,1.2,0.05,0.24,0.007,0.001,0.001,196.0
3589,0.9,916.78,698.42,79.44,660.0,366.0,790.0,0.3,0.0016,0.07,0.005,0.001,0.057,155.0
3590,1.2,885.08,567.2,65.31,570.0,276.0,329.0,1.2,0.05,0.27,0.004,0.001,0.001,210.0
